2003_Accra,2003_Aceh,10386.864258
2003_Accra,2003_Adelaide,13904.349609
2003_Accra,2003_Aden,4687.025391
2003_Accra,2003_Afghanistan,6596.483398
2003_Accra,2003_Ahvaz,5252.267090
2003_Accra,2003_Alaska,10493.167969
2003_Accra,2003_Alberta,9873.706055
2003_Accra,2003_Alexandria,3189.086914
2003_Accra,2003_Algeria,2164.704346
2003_Accra,2003_Almaty,6705.835938
2003_Accra,2003_Amazonia,5916.686523
2003_Accra,2003_AmericanCaribbean,6533.485840
2003_Accra,2003_AmericanPacific,14916.472656
2003_Accra,2003_Anatolia,4056.340332
2003_Accra,2003_AndhraPradesh,8266.154297
2003_Accra,2003_Angola,1714.599609
2003_Accra,2003_Anhui,11557.237305
2003_Accra,2003_Arequipa,7494.494629
2003_Accra,2003_Arkhangelsk,6318.969727
2003_Accra,2003_Armenia,5355.204102
2003_Accra,2003_ArunchalPradesh,9592.708984
2003_Accra,2003_Assam,9429.119141
2003_Accra,2003_Astana,5972.093262
2003_Accra,2003_Azerbaijan,5425.438965
2003_Accra,2003_Azores,2797.040039
2003_Accra,2003_Baghdad,4632.966309
2003_Accra,2003_Bahamas,7482.368652
2003_Accra,2003_Baluchistan,6596.483398
2003_Accra,2003_Bangalore,7990.250488
2003_Accra,2003_Bangkok,10548.523438
2003_Accra,2003_Bangladesh,9283.051758
2003_Accra,2003_Barcelona,2953.123535
2003_Accra,2003_BasqueCountry,3418.851074
2003_Accra,2003_Bavaria,4110.002930
2003_Accra,2003_Beijing,11102.783203
2003_Accra,2003_Belarus,4972.704590
2003_Accra,2003_Belem,4818.391113
2003_Accra,2003_Belgium,4291.346191
2003_Accra,2003_Belgrade,4037.478516
2003_Accra,2003_Belize,8716.657227
2003_Accra,2003_Bhutan,9325.206055
2003_Accra,2003_Bihar,8820.636719
2003_Accra,2003_Boise,9882.876953
2003_Accra,2003_Bolivia,6494.075684
2003_Accra,2003_Borneo,11816.009766
2003_Accra,2003_Botswana,3468.054443
2003_Accra,2003_Brasilia,5014.625000
2003_Accra,2003_Brazzaville,1409.912354
2003_Accra,2003_Brisbane,14927.753906
2003_Accra,2003_BritishColumbia,10382.673828
2003_Accra,2003_BritishWestIndies,1902.705933
2003_Accra,2003_Brunei,12191.272461
2003_Accra,2003_Bulgaria,4038.187988
2003_Accra,2003_BurkinaFaso,0.000000
2003_Accra,2003_CaboVerde,2205.178955
2003_Accra,2003_Cairo,3701.644531
2003_Accra,2003_California,10874.882812
2003_Accra,2003_Cambodia,11010.225586
2003_Accra,2003_Cameroon,934.361206
2003_Accra,2003_CanadianArctic,7459.945801
2003_Accra,2003_CanaryIslands,2239.689697
