# Polygon Cache Dump
# Generated for external analysis of region geometry

REGION,2003_Afghanistan,in the Kabul region,1,286,33.500000,65.000000,1.055747,1.306396,0.512922,0.671101
VERTEX,2003_Afghanistan,0,0,1.238301,0.671101
VERTEX,2003_Afghanistan,0,1,1.234773,0.670385
VERTEX,2003_Afghanistan,0,2,1.231880,0.668290
VERTEX,2003_Afghanistan,0,3,1.230037,0.665941
VERTEX,2003_Afghanistan,0,4,1.228004,0.663752
VERTEX,2003_Afghanistan,0,5,1.226358,0.662385
VERTEX,2003_Afghanistan,0,6,1.224509,0.661802
VERTEX,2003_Afghanistan,0,7,1.224644,0.660333
VERTEX,2003_Afghanistan,0,8,1.226021,0.659070
VERTEX,2003_Afghanistan,0,9,1.225684,0.656020
VERTEX,2003_Afghanistan,0,10,1.222865,0.654731
VERTEX,2003_Afghanistan,0,11,1.221116,0.655195
VERTEX,2003_Afghanistan,0,12,1.219665,0.656147
VERTEX,2003_Afghanistan,0,13,1.216361,0.655487
VERTEX,2003_Afghanistan,0,14,1.212977,0.655551
VERTEX,2003_Afghanistan,0,15,1.210981,0.653624
VERTEX,2003_Afghanistan,0,16,1.210782,0.651077
VERTEX,2003_Afghanistan,0,17,1.211216,0.648906
VERTEX,2003_Afghanistan,0,18,1.209579,0.647486
VERTEX,2003_Afghanistan,0,19,1.206848,0.647792
VERTEX,2003_Afghanistan,0,20,1.204557,0.649793
VERTEX,2003_Afghanistan,0,21,1.201934,0.651267
VERTEX,2003_Afghanistan,0,22,1.198664,0.650394
VERTEX,2003_Afghanistan,0,23,1.196919,0.648833
VERTEX,2003_Afghanistan,0,24,1.194628,0.647842
VERTEX,2003_Afghanistan,0,25,1.192359,0.646904
VERTEX,2003_Afghanistan,0,26,1.190299,0.645824
VERTEX,2003_Afghanistan,0,27,1.188060,0.644627
VERTEX,2003_Afghanistan,0,28,1.185826,0.644829
VERTEX,2003_Afghanistan,0,29,1.183549,0.646399
VERTEX,2003_Afghanistan,0,30,1.182687,0.648659
VERTEX,2003_Afghanistan,0,31,1.180893,0.649655
VERTEX,2003_Afghanistan,0,32,1.178649,0.650032
VERTEX,2003_Afghanistan,0,33,1.176441,0.649484
VERTEX,2003_Afghanistan,0,34,1.174238,0.648842
VERTEX,2003_Afghanistan,0,35,1.172575,0.649523
VERTEX,2003_Afghanistan,0,36,1.171019,0.651117
VERTEX,2003_Afghanistan,0,37,1.167167,0.651959
VERTEX,2003_Afghanistan,0,38,1.163018,0.651660
VERTEX,2003_Afghanistan,0,39,1.159317,0.651054
VERTEX,2003_Afghanistan,0,40,1.157843,0.651305
VERTEX,2003_Afghanistan,0,41,1.154780,0.651948
VERTEX,2003_Afghanistan,0,42,1.151770,0.653361
VERTEX,2003_Afghanistan,0,43,1.149074,0.654341
VERTEX,2003_Afghanistan,0,44,1.146316,0.654726
VERTEX,2003_Afghanistan,0,45,1.145524,0.652899
VERTEX,2003_Afghanistan,0,46,1.145050,0.651021
VERTEX,2003_Afghanistan,0,47,1.141864,0.649645
VERTEX,2003_Afghanistan,0,48,1.138113,0.649732
VERTEX,2003_Afghanistan,0,49,1.134159,0.649207
VERTEX,2003_Afghanistan,0,50,1.130507,0.647476
